"ubigeo","actasContabilizadas","contabilizadas","totalActas","participacionCiudadana","actasEnviadasJee","enviadasJee","actasPendientesJee","pendientesJee","fechaActualizacion","idUbigeoDepartamento","idUbigeoProvincia","idUbigeoDistrito","idUbigeoDistritoElectoral","totalVotosEmitidos","totalVotosValidos","porcentajeVotosEmitidos","porcentajeVotosValidos"
"050703",100,3,3,43.17,0,0,0,0,1781052120079,50000,50700,50703,NA,335,314,100,100
"050704",100,10,10,52.899,0,0,0,0,1781052120079,50000,50700,50704,NA,1314,1240,100,100
"050706",100,5,5,51.064,0,0,0,0,1781052120079,50000,50700,50706,NA,672,630,100,100
"050707",100,6,6,53.867,0,0,0,0,1781052120079,50000,50700,50707,NA,808,773,100,100
"050708",100,8,8,54.007,0,0,0,0,1781052120079,50000,50700,50708,NA,1058,1002,100,100
"050709",100,4,4,56.395,0,0,0,0,1781052120079,50000,50700,50709,NA,582,557,100,100
"050710",100,8,8,41.39,0,0,0,0,1781052120079,50000,50700,50710,NA,923,873,100,100
"050713",100,10,10,51.078,0,0,0,0,1781052120079,50000,50700,50713,NA,1327,1274,100,100
"050714",100,11,11,46.993,0,0,0,0,1781052120079,50000,50700,50714,NA,1227,1159,100,100
"050715",100,2,2,35.744,0,0,0,0,1781052120079,50000,50700,50715,NA,173,157,100,100
"050801",100,10,10,65.782,0,0,0,0,1781052120079,50000,50800,50801,NA,1809,1755,100,100
"050802",100,6,6,54.978,0,0,0,0,1781052120079,50000,50800,50802,NA,751,709,100,100
"050803",100,9,9,48.779,0,0,0,0,1781052120079,50000,50800,50803,NA,1099,1041,100,100
"050804",100,9,9,51.212,0,0,0,0,1781052120079,50000,50800,50804,NA,1056,994,100,100
"050901",100,22,22,63.947,0,0,0,0,1781052120079,50000,50900,50901,NA,3817,3514,100,100
"050902",100,15,15,63.408,0,0,0,0,1781052120079,50000,50900,50902,NA,2452,2297,100,100
"050903",100,5,5,50.635,0,0,0,0,1781052120079,50000,50900,50903,NA,678,655,100,100
"050904",100,4,4,54.802,0,0,0,0,1781052120079,50000,50900,50904,NA,525,477,100,100
"050905",100,9,9,48.185,0,0,0,0,1781052120079,50000,50900,50905,NA,1128,1059,100,100
"050906",100,7,7,54.997,0,0,0,0,1781052120079,50000,50900,50906,NA,941,872,100,100
"050907",100,5,5,52.205,0,0,0,0,1781052120079,50000,50900,50907,NA,651,601,100,100
"050908",100,5,5,43.293,0,0,0,0,1781052120079,50000,50900,50908,NA,539,495,100,100
"051001",100,8,8,68.279,0,0,0,0,1781052120079,50000,51000,51001,NA,1468,1388,100,100
"051002",100,3,3,59.28,0,0,0,0,1781052120079,50000,51000,51002,NA,428,412,100,100
"051003",100,2,2,50.777,0,0,0,0,1781052120079,50000,51000,51003,NA,196,189,100,100
"051004",100,7,7,68.251,0,0,0,0,1781052120079,50000,51000,51004,NA,1077,1036,100,100
"051005",100,2,2,64.3,0,0,0,0,1781052120079,50000,51000,51005,NA,317,297,100,100
"051006",100,4,4,49.06,0,0,0,0,1781052120079,50000,51000,51006,NA,496,476,100,100
"051007",100,2,2,57.512,0,0,0,0,1781052120079,50000,51000,51007,NA,245,227,100,100
"051008",100,3,3,46.333,0,0,0,0,1781052120079,50000,51000,51008,NA,278,267,100,100
"051009",100,1,1,58.721,0,0,0,0,1781052120079,50000,51000,51009,NA,101,100,100,100
"051010",100,2,2,60.986,0,0,0,0,1781052120079,50000,51000,51010,NA,297,286,100,100
"051101",100,8,8,55.669,0,0,0,0,1781052120079,50000,51100,51101,NA,1198,1133,100,100
"051102",100,1,1,47.368,0,0,0,0,1781052120079,50000,51100,51102,NA,117,111,100,100
"051103",100,2,2,48.394,0,0,0,0,1781052120079,50000,51100,51103,NA,241,231,100,100
"051104",100,4,4,51.329,0,0,0,0,1781052120079,50000,51100,51104,NA,560,525,100,100
"051105",100,3,3,56.792,0,0,0,0,1781052120079,50000,51100,51105,NA,347,329,100,100
"051106",100,3,3,50.405,0,0,0,0,1781052120079,50000,51100,51106,NA,311,297,100,100
"051107",100,3,3,57.179,0,0,0,0,1781052120079,50000,51100,51107,NA,450,430,100,100
"051108",100,3,3,60.294,0,0,0,0,1781052120079,50000,51100,51108,NA,492,464,100,100
"051109",100,2,2,56.218,0,0,0,0,1781052120079,50000,51100,51109,NA,217,200,100,100
"051110",100,3,3,65.34,0,0,0,0,1781052120079,50000,51100,51110,NA,394,378,100,100
"051111",100,5,5,52.622,0,0,0,0,1781052120079,50000,51100,51111,NA,602,568,100,100
"060101",99.157,588,593,78.619,0.843,5,0,0,1781052120079,60000,60100,60101,NA,137093,126145,100,100
"060102",96.296,26,27,53.917,3.704,1,0,0,1781052120079,60000,60100,60102,NA,4054,3644,100,100
"060103",95.455,21,22,49.265,4.545,1,0,0,1781052120079,60000,60100,60103,NA,2951,2674,100,100
"060104",100,13,13,60.84,0,0,0,0,1781052120079,60000,60100,60104,NA,2144,1932,100,100
"060105",97.849,91,93,71.04,2.151,2,0,0,1781052120079,60000,60100,60105,NA,18942,17618,100,100
"060106",100,45,45,68.39,0,0,0,0,1781052120079,60000,60100,60106,NA,8953,7974,100,100
"060107",97.479,116,119,79.437,2.521,3,0,0,1781052120079,60000,60100,60107,NA,27586,25372,100,100
"060108",100,17,17,83.182,0,0,0,0,1781052120079,60000,60100,60108,NA,4031,3735,100,100
"060109",96.774,30,31,64.967,3.226,1,0,0,1781052120079,60000,60100,60109,NA,5619,5152,100,100
"060110",100,13,13,72.817,0,0,0,0,1781052120079,60000,60100,60110,NA,2735,2480,100,100
"060111",100,31,31,73.232,0,0,0,0,1781052120079,60000,60100,60111,NA,6555,6030,100,100
"060112",100,17,17,71.441,0,0,0,0,1781052120079,60000,60100,60112,NA,3342,3044,100,100
"060201",100,97,97,71.2,0,0,0,0,1781052120079,60000,60200,60201,NA,20460,18254,100,100
"060202",96.825,61,63,43.977,3.175,2,0,0,1781052120079,60000,60200,60202,NA,7842,7111,100,100
"060203",100,36,36,63.767,0,0,0,0,1781052120079,60000,60200,60203,NA,6510,5938,100,100
"060205",100,24,24,45.355,0,0,0,0,1781052120079,60000,60200,60205,NA,2890,2630,100,100
"060301",100,71,71,67.435,0,0,0,0,1781052120079,60000,60300,60301,NA,13725,12574,100,100
"060302",100,25,25,41.304,0,0,0,0,1781052120079,60000,60300,60302,NA,2546,2407,100,100
"060303",100,10,10,42.416,0,0,0,0,1781052120079,60000,60300,60303,NA,1113,1029,100,100
"060304",100,40,40,48.724,0,0,0,0,1781052120079,60000,60300,60304,NA,5060,4767,100,100
"060305",100,3,3,59.459,0,0,0,0,1781052120079,60000,60300,60305,NA,506,488,100,100
"060306",100,9,9,69.1,0,0,0,0,1781052120079,60000,60300,60306,NA,1789,1635,100,100
"060307",100,15,15,42.425,0,0,0,0,1781052120079,60000,60300,60307,NA,1627,1548,100,100
"060308",100,19,19,50.133,0,0,0,0,1781052120079,60000,60300,60308,NA,2634,2457,100,100
"060309",90.909,30,33,50.997,9.091,3,0,0,1781052120079,60000,60300,60309,NA,4348,4101,100,100
"060310",94.118,16,17,56.906,5.882,1,0,0,1781052120079,60000,60300,60310,NA,2608,2415,100,100
"060311",100,6,6,53.693,0,0,0,0,1781052120079,60000,60300,60311,NA,756,732,100,100
"060312",95.455,21,22,50.158,4.545,1,0,0,1781052120079,60000,60300,60312,NA,3023,2856,100,100
"060401",100,20,20,63.089,0,0,0,0,1781052480265,60000,60400,60401,NA,3586,3297,100,100
"060403",100,9,9,71.318,0,0,0,0,1781052480265,60000,60400,60403,NA,1840,1734,100,100
"060404",100,8,8,61.51,0,0,0,0,1781052480265,60000,60400,60404,NA,1320,1221,100,100
"060405",100,10,10,70.382,0,0,0,0,1781052480265,60000,60400,60405,NA,1806,1708,100,100
"060406",100,5,5,59.262,0,0,0,0,1781052480265,60000,60400,60406,NA,787,755,100,100
"060407",100,8,8,59.087,0,0,0,0,1781052480265,60000,60400,60407,NA,1294,1236,100,100
"060408",100,18,18,71.956,0,0,0,0,1781052480265,60000,60400,60408,NA,3700,3456,100,100
"060409",100,4,4,60.232,0,0,0,0,1781052480265,60000,60400,60409,NA,624,598,100,100
"060501",100,148,148,69.787,0,0,0,0,1781052480265,60000,60500,60501,NA,30404,27889,100,100
"060502",100,28,28,49.191,0,0,0,0,1781052480265,60000,60500,60502,NA,3799,3518,100,100
"060503",100,8,8,52.249,0,0,0,0,1781052480265,60000,60500,60503,NA,1115,1061,100,100
"060504",100,13,13,49.823,0,0,0,0,1781052480265,60000,60500,60504,NA,1687,1634,100,100
"060505",100,12,12,57.29,0,0,0,0,1781052480265,60000,60500,60505,NA,1886,1755,100,100
"060506",100,17,17,49.218,0,0,0,0,1781052480265,60000,60500,60506,NA,2330,2255,100,100
"060507",100,42,42,40.382,0,0,0,0,1781052480265,60000,60500,60507,NA,4627,4417,100,100
"060508",100,14,14,56.993,0,0,0,0,1781052480265,60000,60500,60508,NA,2286,2190,100,100
"060509",100,7,7,58.473,0,0,0,0,1781052480265,60000,60500,60509,NA,1118,1054,100,100
"060510",100,10,10,59.978,0,0,0,0,1781052480265,60000,60500,60510,NA,1602,1521,100,100
"060511",100,10,10,48.391,0,0,0,0,1781052480265,60000,60500,60511,NA,1338,1250,100,100
"060512",100,16,16,57.548,0,0,0,0,1781052480265,60000,60500,60512,NA,2661,2501,100,100
"060513",100,23,23,59.251,0,0,0,0,1781052480265,60000,60500,60513,NA,3798,3572,100,100
"060514",100,29,29,59.936,0,0,0,0,1781052480265,60000,60500,60514,NA,4865,4571,100,100
"060515",100,4,4,58.172,0,0,0,0,1781052480265,60000,60500,60515,NA,662,625,100,100
"060601",100,145,145,71.181,0,0,0,0,1781052120079,60000,60600,60601,NA,29997,27809,100,100
"060602",100,11,11,51.363,0,0,0,0,1781052120079,60000,60600,60602,NA,1601,1508,100,100
"060603",100,17,17,59.716,0,0,0,0,1781052120079,60000,60600,60603,NA,2901,2675,100,100
"060604",100,18,18,64.15,0,0,0,0,1781052120079,60000,60600,60604,NA,3178,2951,100,100
"060605",84.615,11,13,50.326,15.385,2,0,0,1781052120079,60000,60600,60605,NA,1778,1684,100,100
"060606",100,13,13,61.536,0,0,0,0,1781052120079,60000,60600,60606,NA,2259,2130,100,100
"060607",100,7,7,45.611,0,0,0,0,1781052120079,60000,60600,60607,NA,925,870,100,100
"060608",100,24,24,56.127,0,0,0,0,1781052120079,60000,60600,60608,NA,3893,3544,100,100
"060609",100,39,39,63.562,0,0,0,0,1781052120079,60000,60600,60609,NA,7192,6702,100,100
"060610",100,19,19,66.197,0,0,0,0,1781052120079,60000,60600,60610,NA,3523,3291,100,100
"060611",100,14,14,38.77,0,0,0,0,1781052360243,60000,60600,60611,NA,1336,1255,100,100
"060612",100,16,16,60.526,0,0,0,0,1781052360243,60000,60600,60612,NA,2671,2511,100,100
"060613",100,5,5,54.407,0,0,0,0,1781052360243,60000,60600,60613,NA,642,599,100,100
"060614",96.667,29,30,46.736,3.333,1,0,0,1781052360243,60000,60600,60614,NA,3873,3710,100,100
"060615",100,45,45,57.887,0,0,0,0,1781052480265,60000,60600,60615,NA,7670,7207,100,100
"060616",100,4,4,55.266,0,0,0,0,1781052480265,60000,60600,60616,NA,614,596,100,100
"060617",100,5,5,42.71,0,0,0,0,1781052360243,60000,60600,60617,NA,457,426,100,100
"060618",100,9,9,41.458,0,0,0,0,1781052120079,60000,60600,60618,NA,1075,1018,100,100
"060619",100,31,31,67.46,0,0,0,0,1781052480265,60000,60600,60619,NA,5898,5620,100,100
"060701",100,204,204,65.57,0,0,0,0,1781052480265,60000,60700,60701,NA,38747,34908,100,100
"060702",100,12,12,61.949,0,0,0,0,1781052480265,60000,60700,60702,NA,2009,1904,100,100
"060703",100,48,48,62.736,0,0,0,0,1781052480265,60000,60700,60703,NA,8655,7885,100,100
"060801",100,297,297,73.982,0,0,0,0,1781052480265,60000,60800,60801,NA,64005,59940,100,100
"060802",100,50,50,72.41,0,0,0,0,1781052480265,60000,60800,60802,NA,10002,9417,100,100
"060803",100,37,37,56.081,0,0,0,0,1781052480265,60000,60800,60803,NA,5584,5294,100,100
"060804",100,31,31,64.786,0,0,0,0,1781052480265,60000,60800,60804,NA,5729,5455,100,100
"060805",100,29,29,59.148,0,0,0,0,1781052480265,60000,60800,60805,NA,4788,4453,100,100
"060806",100,23,23,66.488,0,0,0,0,1781052480265,60000,60800,60806,NA,4337,3998,100,100
"060807",100,22,22,49.984,0,0,0,0,1781052480265,60000,60800,60807,NA,3039,2857,100,100
"060808",100,15,15,58.072,0,0,0,0,1781052480265,60000,60800,60808,NA,2482,2315,100,100
"060809",100,25,25,64.26,0,0,0,0,1781052480265,60000,60800,60809,NA,4263,4120,100,100
"060810",100,33,33,65.749,0,0,0,0,1781052480265,60000,60800,60810,NA,6020,5738,100,100
"060811",100,18,18,71.429,0,0,0,0,1781052480265,60000,60800,60811,NA,3650,3492,100,100
"060812",100,27,27,62.92,0,0,0,0,1781052480265,60000,60800,60812,NA,4865,4613,100,100
"060901",100,25,25,68.149,0,0,0,0,1781052480265,60000,60900,60901,NA,4827,4527,100,100
"060902",100,27,27,55.753,0,0,0,0,1781052480265,60000,60900,60902,NA,4167,3997,100,100
"060903",100,12,12,59.497,0,0,0,0,1781052480265,60000,60900,60903,NA,2036,1928,100,100
"060904",100,10,10,54.799,0,0,0,0,1781052480265,60000,60900,60904,NA,1336,1260,100,100
"060905",100,10,10,47.064,0,0,0,0,1781052480265,60000,60900,60905,NA,1170,1091,100,100
"060906",92.308,12,13,51.087,7.692,1,0,0,1781052480265,60000,60900,60906,NA,1856,1768,100,100
"060907",100,2,2,59.794,0,0,0,0,1781052480265,60000,60900,60907,NA,290,266,100,100
"060908",100,5,5,55.413,0,0,0,0,1781052480265,60000,60900,60908,NA,691,652,100,100
"060909",100,10,10,60.192,0,0,0,0,1781052480265,60000,60900,60909,NA,1627,1515,100,100
"060910",100,5,5,52.941,0,0,0,0,1781052480265,60000,60900,60910,NA,720,686,100,100
"060911",100,7,7,59.484,0,0,0,0,1781052480265,60000,60900,60911,NA,1060,1018,100,100
"061001",100,36,36,68.549,0,0,0,0,1781052480265,60000,61000,61001,NA,6846,6227,100,100
"061002",100,14,14,66.078,0,0,0,0,1781052480265,60000,61000,61002,NA,2468,2289,100,100
"061003",100,8,8,63.873,0,0,0,0,1781052480265,60000,61000,61003,NA,1494,1375,100,100
"061004",100,16,16,68.862,0,0,0,0,1781052480265,60000,61000,61004,NA,2687,2523,100,100
"061005",100,5,5,63.139,0,0,0,0,1781052480265,60000,61000,61005,NA,877,843,100,100
"061006",100,11,11,57.88,0,0,0,0,1781052480265,60000,61000,61006,NA,1693,1563,100,100
"061007",100,8,8,67.989,0,0,0,0,1781052480265,60000,61000,61007,NA,1423,1353,100,100
"061008",100,14,14,70.003,0,0,0,0,1781052480265,60000,61000,61008,NA,2546,2423,100,100
"061009",100,10,10,57.913,0,0,0,0,1781052480265,60000,61000,61009,NA,1526,1459,100,100
"061010",100,11,11,63.762,0,0,0,0,1781052480265,60000,61000,61010,NA,1793,1720,100,100
"061011",100,11,11,62.055,0,0,0,0,1781052480265,60000,61000,61011,NA,1776,1702,100,100
"061012",100,11,11,61.536,0,0,0,0,1781052480265,60000,61000,61012,NA,1739,1626,100,100
"061013",100,5,5,65.741,0,0,0,0,1781052480265,60000,61000,61013,NA,829,761,100,100
"061101",100,101,101,71.324,0,0,0,0,1781052480265,60000,61100,61101,NA,20838,19309,100,100
"061102",100,45,45,70.353,0,0,0,0,1781052480265,60000,61100,61102,NA,8982,8493,100,100
"061103",100,59,59,62.957,0,0,0,0,1781052480265,60000,61100,61103,NA,10500,9950,100,100
"061104",100,28,28,60.807,0,0,0,0,1781052480265,60000,61100,61104,NA,4777,4602,100,100
"061105",100,63,63,66.882,0,0,0,0,1781052480265,60000,61100,61105,NA,11828,11153,100,100
"061106",100,56,56,61.786,0,0,0,0,1781052480265,60000,61100,61106,NA,9415,8931,100,100
"061107",100,56,56,59.202,0,0,0,0,1781052480265,60000,61100,61107,NA,9412,8997,100,100
"061201",98.214,55,56,71.182,1.786,1,0,0,1781052480265,60000,61200,61201,NA,11135,10071,100,100
"061202",100,7,7,73.398,0,0,0,0,1781052480265,60000,61200,61202,NA,1352,1239,100,100
"061203",100,22,22,58.118,0,0,0,0,1781052480265,60000,61200,61203,NA,3039,2805,100,100
"061204",100,12,12,57.487,0,0,0,0,1781052480265,60000,61200,61204,NA,1835,1631,100,100
"061205",100,10,10,72.151,0,0,0,0,1781052480265,60000,61200,61205,NA,1754,1637,100,100
"061206",100,46,46,48.733,0,0,0,0,1781052480265,60000,61200,61206,NA,5691,5275,100,100
"061207",100,9,9,66.906,0,0,0,0,1781052480265,60000,61200,61207,NA,1771,1570,100,100
"061301",100,39,39,66.564,0,0,0,0,1781052480265,60000,61300,61301,NA,7368,6833,100,100
"061302",100,16,16,64.966,0,0,0,0,1781052480265,60000,61300,61302,NA,2687,2581,100,100
"061303",100,5,5,65.538,0,0,0,0,1781052480265,60000,61300,61303,NA,871,813,100,100
"061304",100,14,14,69.736,0,0,0,0,1781052480265,60000,61300,61304,NA,2620,2464,100,100
"070101",99.701,333,334,78.136,0.299,1,0,0,1781052480265,70000,70100,70101,NA,76875,70769,100,100
"070102",90,9,10,69.898,10,1,0,0,1781052480265,70000,70100,70102,NA,1911,1758,100,100
"070103",100,27,27,80.515,0,0,0,0,1781052480265,70000,70100,70103,NA,6186,5766,100,100
"070104",96.269,129,134,77.054,3.731,5,0,0,1781052480265,70000,70100,70104,NA,30458,28303,100,100
"070105",99.617,260,261,79.102,0.383,1,0,0,1781052480265,70000,70100,70105,NA,60757,56343,100,100
"070106",96.525,250,259,74.816,3.475,9,0,0,1781052480265,70000,70100,70106,NA,57031,52805,100,100
"070107",100,20,20,82.312,0,0,0,0,1781052480265,70000,70100,70107,NA,4714,4388,100,100
"070108",98.131,210,214,77.175,1.869,4,0,0,1781052480265,70000,70100,70108,NA,48603,45027,100,100
"070201",100,14,14,70.435,0,0,0,0,1781052480265,70000,70200,70201,NA,2835,2619,100,100
"070202",100,9,9,71.379,0,0,0,0,1781052480265,70000,70200,70202,NA,1631,1557,100,100
"070203",100,8,8,67.193,0,0,0,0,1781052480265,70000,70200,70203,NA,1405,1302,100,100
"070204",100,23,23,69.544,0,0,0,0,1781052480265,70000,70200,70204,NA,4487,4212,100,100
"070205",100,9,9,64.815,0,0,0,0,1781052480265,70000,70200,70205,NA,1575,1489,100,100
"070206",100,12,12,67.01,0,0,0,0,1781052480265,70000,70200,70206,NA,1952,1841,100,100
"070207",100,5,5,77.269,0,0,0,0,1781052480265,70000,70200,70207,NA,911,873,100,100
"070301",98.361,60,61,75.595,1.639,1,0,0,1781052480265,70000,70300,70301,NA,13335,12313,100,100
"070302",100,17,17,64.35,0,0,0,0,1781052480265,70000,70300,70302,NA,3056,2844,100,100
"070303",94.737,18,19,72.882,5.263,1,0,0,1781052480265,70000,70300,70303,NA,3897,3574,100,100
"070304",100,27,27,72.647,0,0,0,0,1781052480265,70000,70300,70304,NA,5487,4976,100,100
"070305",100,12,12,73.35,0,0,0,0,1781052480265,70000,70300,70305,NA,2312,2159,100,100
"070306",100,13,13,79.168,0,0,0,0,1781052480265,70000,70300,70306,NA,2816,2632,100,100
"070307",92.308,12,13,73.101,7.692,1,0,0,1781052480265,70000,70300,70307,NA,2685,2499,100,100
"070308",100,9,9,83.568,0,0,0,0,1781052480265,70000,70300,70308,NA,2075,1969,100,100
"070309",100,23,23,71.983,0,0,0,0,1781052480265,70000,70300,70309,NA,4825,4483,100,100
"070401",100,64,64,73.845,0,0,0,0,1781052480265,70000,70400,70401,NA,13662,12717,100,100
"070402",100,13,13,78.049,0,0,0,0,1781052480265,70000,70400,70402,NA,2592,2403,100,100
"070403",100,18,18,75.629,0,0,0,0,1781052480265,70000,70400,70403,NA,3845,3516,100,100
"070404",95.652,22,23,55.305,4.348,1,0,0,1781052480265,70000,70400,70404,NA,3456,3244,100,100
"070405",100,32,32,76.588,0,0,0,0,1781052480265,70000,70400,70405,NA,6935,6350,100,100
"070406",100,19,19,74.179,0,0,0,0,1781052480265,70000,70400,70406,NA,3999,3721,100,100
"070407",100,14,14,81.21,0,0,0,0,1781052480265,70000,70400,70407,NA,3181,3007,100,100
"070408",100,30,30,55.623,0,0,0,0,1781052480265,70000,70400,70408,NA,4377,4129,100,100
"070501",100,29,29,67.414,0,0,0,0,1781052480265,70000,70500,70501,NA,5112,4886,100,100
"070502",100,20,20,64.601,0,0,0,0,1781052480265,70000,70500,70502,NA,3232,3107,100,100
"070503",100,16,16,72.078,0,0,0,0,1781052480265,70000,70500,70503,NA,3201,2995,100,100
"070504",100,9,9,71.614,0,0,0,0,1781052480265,70000,70500,70504,NA,1824,1735,100,100
"070505",100,18,18,70.661,0,0,0,0,1781052480265,70000,70500,70505,NA,3461,3236,100,100
"070506",100,6,6,73.593,0,0,0,0,1781052480265,70000,70500,70506,NA,1229,1147,100,100
"070507",100,10,10,63.478,0,0,0,0,1781052480265,70000,70500,70507,NA,1679,1606,100,100
"070508",100,10,10,68.556,0,0,0,0,1781052480265,70000,70500,70508,NA,1766,1695,100,100
"070601",98.758,159,161,73.799,1.242,2,0,0,1781052480265,70000,70600,70601,NA,34789,32785,100,100
"070602",100,15,15,74.674,0,0,0,0,1781052480265,70000,70600,70602,NA,3152,2986,100,100
"070603",100,16,16,75.316,0,0,0,0,1781052480265,70000,70600,70603,NA,3274,3127,100,100
"070604",100,32,32,75.237,0,0,0,0,1781052480265,70000,70600,70604,NA,6906,6545,100,100
"070605",100,23,23,66.78,0,0,0,0,1781052480265,70000,70600,70605,NA,4338,4077,100,100
"070606",100,16,16,72.065,0,0,0,0,1781052480265,70000,70600,70606,NA,3284,3110,100,100
"070607",100,10,10,77.53,0,0,0,0,1781052480265,70000,70600,70607,NA,2191,2114,100,100
"070608",100,17,17,76.312,0,0,0,0,1781052480265,70000,70600,70608,NA,3592,3473,100,100
"070701",100,60,60,66.243,0,0,0,0,1781052480265,70000,70700,70701,NA,11160,10437,100,100
"070702",100,17,17,60.124,0,0,0,0,1781052480265,70000,70700,70702,NA,2806,2643,100,100
"070703",100,33,33,70.026,0,0,0,0,1781052480265,70000,70700,70703,NA,6399,6109,100,100
"070704",100,26,26,61.734,0,0,0,0,1781052480265,70000,70700,70704,NA,4230,4015,100,100
"070705",100,39,39,64.915,0,0,0,0,1781052480265,70000,70700,70705,NA,6892,6369,100,100
"070706",100,22,22,65.668,0,0,0,0,1781052480265,70000,70700,70706,NA,3770,3613,100,100
"070707",100,13,13,65.706,0,0,0,0,1781052480265,70000,70700,70707,NA,2393,2259,100,100
"070708",100,26,26,66.796,0,0,0,0,1781052480265,70000,70700,70708,NA,4993,4787,100,100
"070801",98.936,93,94,70.55,1.064,1,0,0,1781052480265,70000,70800,70801,NA,19471,18333,100,100
"070802",100,4,4,69.153,0,0,0,0,1781052480265,70000,70800,70802,NA,751,688,100,100
"070803",100,53,53,70.33,0,0,0,0,1781052480265,70000,70800,70803,NA,10188,9710,100,100
"070804",100,6,6,70.667,0,0,0,0,1781052480265,70000,70800,70804,NA,1166,1089,100,100
"070805",100,23,23,74.957,0,0,0,0,1781052480265,70000,70800,70805,NA,4819,4511,100,100
"070806",93.75,15,16,70.736,6.25,1,0,0,1781052480265,70000,70800,70806,NA,2990,2805,100,100
"070807",100,10,10,62.846,0,0,0,0,1781052480265,70000,70800,70807,NA,1793,1687,100,100
"070808",100,11,11,74.966,0,0,0,0,1781052480265,70000,70800,70808,NA,2195,2072,100,100
"070901",97.222,105,108,68.862,2.778,3,0,0,1781052480265,70000,70900,70901,NA,21445,20326,100,100
"070902",96.078,98,102,48.965,3.922,4,0,0,1781052480265,70000,70900,70902,NA,14139,13472,100,100
"070903",88.889,16,18,58.118,11.111,2,0,0,1781052480265,70000,70900,70903,NA,3014,2831,100,100
"070904",90.476,19,21,62.087,9.524,2,0,0,1781052480265,70000,70900,70904,NA,3742,3547,100,100
"070905",100,18,18,52.012,0,0,0,0,1781052480265,70000,70900,70905,NA,2521,2432,100,100
"070906",100,24,24,65.941,0,0,0,0,1781052480265,70000,70900,70906,NA,4515,4262,100,100
"070907",100,37,37,48.732,0,0,0,0,1781052480265,70000,70900,70907,NA,4995,4790,100,100
"070908",97.674,42,43,57.691,2.326,1,0,0,1781052480265,70000,70900,70908,NA,6976,6645,100,100
"070909",97.778,44,45,62.424,2.222,1,0,0,1781052480265,70000,70900,70909,NA,8044,7676,100,100
"070910",95.238,80,84,60.433,4.762,4,0,0,1781052480265,70000,70900,70910,NA,14875,14277,100,100
"070911",100,16,16,55.891,0,0,0,0,1781052480265,70000,70900,70911,NA,2296,2228,100,100
"070912",100,8,8,61.042,0,0,0,0,1781052480265,70000,70900,70912,NA,1324,1252,100,100
"070913",100,9,9,62.935,0,0,0,0,1781052480265,70000,70900,70913,NA,1557,1465,100,100
"070915",0,0,41,0,0,0,100,41,1781052480265,70000,70900,70915,NA,0,0,0,0
"070916",95,19,20,56.063,5,1,0,0,1781052480265,70000,70900,70916,NA,3093,2879,100,100
"070917",100,8,8,57.774,0,0,0,0,1781052480265,70000,70900,70917,NA,1360,1280,100,100
"070918",100,12,12,64.488,0,0,0,0,1781052480265,70000,70900,70918,NA,2181,2091,100,100
"070919",100,18,18,65.726,0,0,0,0,1781052480265,70000,70900,70919,NA,3306,3184,100,100
"071001",100,11,11,71.655,0,0,0,0,1781052480265,70000,71000,71001,NA,2169,2055,100,100
"071002",100,12,12,61.097,0,0,0,0,1781052480265,70000,71000,71002,NA,1938,1819,100,100
"071003",100,14,14,54.625,0,0,0,0,1781052480265,70000,71000,71003,NA,1925,1673,100,100
"071004",100,5,5,58.481,0,0,0,0,1781052480265,70000,71000,71004,NA,693,658,100,100
"071005",100,20,20,68.602,0,0,0,0,1781052480265,70000,71000,71005,NA,3640,3404,100,100
"071006",100,19,19,49.659,0,0,0,0,1781052480265,70000,71000,71006,NA,2622,2456,100,100
"071007",100,10,10,77.977,0,0,0,0,1781052480265,70000,71000,71007,NA,2266,2146,100,100
"071008",100,9,9,63.097,0,0,0,0,1781052480265,70000,71000,71008,NA,1479,1363,100,100
"071009",100,5,5,61.022,0,0,0,0,1781052480265,70000,71000,71009,NA,764,736,100,100
"071101",100,37,37,73.318,0,0,0,0,1781052480265,70000,71100,71101,NA,7521,7016,100,100
"071102",100,10,10,74.271,0,0,0,0,1781052480265,70000,71100,71102,NA,2090,1975,100,100
"071103",96.552,28,29,69.607,3.448,1,0,0,1781052480265,70000,71100,71103,NA,5650,5255,100,100
"071104",100,29,29,61.773,0,0,0,0,1781052480265,70000,71100,71104,NA,4877,4585,100,100
"071105",100,18,18,68.253,0,0,0,0,1781052480265,70000,71100,71105,NA,3571,3401,100,100
"071106",100,20,20,76.612,0,0,0,0,1781052480265,70000,71100,71106,NA,4242,4024,100,100
"071201",100,41,41,74.08,0,0,0,0,1781052480265,70000,71200,71201,NA,8377,7879,100,100
"071202",100,19,19,75.719,0,0,0,0,1781052480265,70000,71200,71202,NA,4026,3778,100,100
"071203",100,9,9,61.586,0,0,0,0,1781052480265,70000,71200,71203,NA,1600,1517,100,100
"071204",100,10,10,68.862,0,0,0,0,1781052480265,70000,71200,71204,NA,1913,1821,100,100
"071205",100,35,35,68.446,0,0,0,0,1781052480265,70000,71200,71205,NA,6642,6212,100,100
"071206",93.333,14,15,68.943,6.667,1,0,0,1781052480265,70000,71200,71206,NA,2806,2690,100,100
"071207",100,13,13,73.728,0,0,0,0,1781052480265,70000,71200,71207,NA,2767,2590,100,100
"071208",100,13,13,80.449,0,0,0,0,1781052480265,70000,71200,71208,NA,3049,2896,100,100
