"ubigeo","actasContabilizadas","contabilizadas","totalActas","participacionCiudadana","actasEnviadasJee","enviadasJee","actasPendientesJee","pendientesJee","fechaActualizacion","idUbigeoDepartamento","idUbigeoProvincia","idUbigeoDistrito","idUbigeoDistritoElectoral","totalVotosEmitidos","totalVotosValidos","porcentajeVotosEmitidos","porcentajeVotosValidos"
"110121",100,8,8,74.129,0,0,0,0,1781052720258,110000,110100,110121,NA,1639,1504,100,100
"110122",100,24,24,50.854,0,0,0,0,1781052720258,110000,110100,110122,NA,3037,2867,100,100
"110123",96.667,58,60,74.338,3.333,2,0,0,1781052720258,110000,110100,110123,NA,13166,12356,100,100
"110124",100,18,18,76.051,0,0,0,0,1781052720258,110000,110100,110124,NA,3836,3606,100,100
"110125",100,6,6,70.087,0,0,0,0,1781052720258,110000,110100,110125,NA,1202,1134,100,100
"110126",100,14,14,73.587,0,0,0,0,1781052720258,110000,110100,110126,NA,2995,2801,100,100
"110127",100,44,44,77.589,0,0,0,0,1781052720258,110000,110100,110127,NA,10009,9381,100,100
"110128",100,36,36,76.426,0,0,0,0,1781052720258,110000,110100,110128,NA,8134,7643,100,100
"110131",100,20,20,43.263,0,0,0,0,1781052720258,110000,110100,110131,NA,2193,2065,100,100
"110132",100,17,17,78.319,0,0,0,0,1781052720258,110000,110100,110132,NA,3876,3662,100,100
"110133",100,66,66,77.793,0,0,0,0,1781052720258,110000,110100,110133,NA,14797,13861,100,100
"110134",100,31,31,77.038,0,0,0,0,1781052720258,110000,110100,110134,NA,6985,6594,100,100
"110136",100,8,8,73.925,0,0,0,0,1781052720258,110000,110100,110136,NA,1650,1550,100,100
"110201",100,46,46,76.844,0,0,0,0,1781052720258,110000,110200,110201,NA,10228,9527,100,100
"110202",100,6,6,70.874,0,0,0,0,1781052720258,110000,110200,110202,NA,1095,996,100,100
"110203",100,14,14,43.143,0,0,0,0,1781052720258,110000,110200,110203,NA,1771,1610,100,100
"110204",100,22,22,59.103,0,0,0,0,1781052720258,110000,110200,110204,NA,3415,3118,100,100
"110205",100,6,6,56.121,0,0,0,0,1781052720258,110000,110200,110205,NA,894,839,100,100
"110206",100,9,9,73.101,0,0,0,0,1781052720258,110000,110200,110206,NA,1867,1724,100,100
"110207",100,5,5,66.945,0,0,0,0,1781052720258,110000,110200,110207,NA,802,758,100,100
"110208",100,5,5,73.805,0,0,0,0,1781052720258,110000,110200,110208,NA,1065,1030,100,100
"110209",83.333,5,6,47.263,16.667,1,0,0,1781052720258,110000,110200,110209,NA,777,751,100,100
"110210",100,16,16,75.559,0,0,0,0,1781052720258,110000,110200,110210,NA,3512,3301,100,100
"110211",100,5,5,78.24,0,0,0,0,1781052720258,110000,110200,110211,NA,978,941,100,100
"110212",100,7,7,78.619,0,0,0,0,1781052720258,110000,110200,110212,NA,1423,1339,100,100
"110213",100,15,15,74.64,0,0,0,0,1781052720258,110000,110200,110213,NA,3161,2956,100,100
"110214",100,7,7,73.138,0,0,0,0,1781052720258,110000,110200,110214,NA,1326,1245,100,100
"110215",100,19,19,66.091,0,0,0,0,1781052720258,110000,110200,110215,NA,3403,3110,100,100
"110301",97.727,43,44,74.701,2.273,1,0,0,1781052720258,110000,110300,110301,NA,9682,8999,100,100
"110302",100,20,20,65.17,0,0,0,0,1781052720258,110000,110300,110302,NA,3817,3563,100,100
"110303",100,16,16,73.619,0,0,0,0,1781052720258,110000,110300,110303,NA,3226,2991,100,100
"110304",100,4,4,76.276,0,0,0,0,1781052720258,110000,110300,110304,NA,897,835,100,100
"110305",100,5,5,74.687,0,0,0,0,1781052720258,110000,110300,110305,NA,1015,959,100,100
"110306",100,8,8,74.845,0,0,0,0,1781052720258,110000,110300,110306,NA,1687,1575,100,100
"110307",100,6,6,77.706,0,0,0,0,1781052720258,110000,110300,110307,NA,1206,1121,100,100
"110308",100,4,4,71.84,0,0,0,0,1781052720258,110000,110300,110308,NA,699,635,100,100
"110309",100,8,8,78.107,0,0,0,0,1781052720258,110000,110300,110309,NA,1634,1498,100,100
"110310",100,3,3,63.785,0,0,0,0,1781052720258,110000,110300,110310,NA,428,393,100,100
"110311",100,4,4,74.454,0,0,0,0,1781052720258,110000,110300,110311,NA,682,646,100,100
"110312",100,5,5,76.247,0,0,0,0,1781052720258,110000,110300,110312,NA,1085,995,100,100
"110313",100,5,5,74.432,0,0,0,0,1781052720258,110000,110300,110313,NA,917,852,100,100
"110314",100,6,6,68.393,0,0,0,0,1781052720258,110000,110300,110314,NA,1043,984,100,100
"110315",100,7,7,71.531,0,0,0,0,1781052720258,110000,110300,110315,NA,1299,1190,100,100
"110316",100,6,6,73.371,0,0,0,0,1781052720258,110000,110300,110316,NA,1160,1058,100,100
"110317",100,5,5,67.772,0,0,0,0,1781052720258,110000,110300,110317,NA,940,877,100,100
"110318",100,4,4,74.279,0,0,0,0,1781052720258,110000,110300,110318,NA,670,628,100,100
"110319",100,7,7,74.189,0,0,0,0,1781052720258,110000,110300,110319,NA,1486,1408,100,100
"110320",100,4,4,68.238,0,0,0,0,1781052720258,110000,110300,110320,NA,666,617,100,100
"110321",100,6,6,72.75,0,0,0,0,1781052720258,110000,110300,110321,NA,1172,1107,100,100
"110322",100,6,6,78.814,0,0,0,0,1781052720258,110000,110300,110322,NA,1209,1154,100,100
"110323",100,5,5,73.013,0,0,0,0,1781052720258,110000,110300,110323,NA,928,863,100,100
"110324",100,5,5,67.087,0,0,0,0,1781052720258,110000,110300,110324,NA,958,893,100,100
"110325",100,4,4,56.511,0,0,0,0,1781052720258,110000,110300,110325,NA,664,616,100,100
"110326",100,8,8,75.5,0,0,0,0,1781052720258,110000,110300,110326,NA,1584,1501,100,100
"110327",100,3,3,70.197,0,0,0,0,1781052720258,110000,110300,110327,NA,464,446,100,100
"110328",100,12,12,74.871,0,0,0,0,1781052720258,110000,110300,110328,NA,2458,2250,100,100
"110329",100,4,4,69.017,0,0,0,0,1781052720258,110000,110300,110329,NA,695,660,100,100
"110330",100,4,4,71.88,0,0,0,0,1781052720258,110000,110300,110330,NA,841,803,100,100
"110331",100,4,4,73.871,0,0,0,0,1781052720258,110000,110300,110331,NA,834,791,100,100
"110332",100,3,3,75.105,0,0,0,0,1781052720258,110000,110300,110332,NA,537,501,100,100
"110333",100,9,9,76.568,0,0,0,0,1781052720258,110000,110300,110333,NA,1856,1741,100,100
"110334",95.833,23,24,73.727,4.167,1,0,0,1781052720258,110000,110300,110334,NA,5228,4879,100,100
"110401",100,29,29,71.895,0,0,0,0,1781052720258,110000,110400,110401,NA,6106,5607,100,100
"110402",100,14,14,69.37,0,0,0,0,1781052720258,110000,110400,110402,NA,2788,2587,100,100
"110403",100,6,6,63.642,0,0,0,0,1781052720258,110000,110400,110403,NA,1031,950,100,100
"110404",100,15,15,54.222,0,0,0,0,1781052720258,110000,110400,110404,NA,2350,2185,100,100
"110501",96.992,129,133,74.14,3.008,4,0,0,1781052720258,110000,110500,110501,NA,29045,26818,100,100
"110502",100,28,28,75.459,0,0,0,0,1781052720258,110000,110500,110502,NA,6085,5559,100,100
"110503",100,7,7,71.188,0,0,0,0,1781052720258,110000,110500,110503,NA,1396,1289,100,100
"110504",100,28,28,74.448,0,0,0,0,1781052720258,110000,110500,110504,NA,6098,5604,100,100
"110505",100,10,10,78.266,0,0,0,0,1781052720258,110000,110500,110505,NA,2157,2026,100,100
"110506",100,19,19,74.235,0,0,0,0,1781052720258,110000,110500,110506,NA,3976,3681,100,100
"110507",100,12,12,72.405,0,0,0,0,1781052720258,110000,110500,110507,NA,2393,2164,100,100
"110508",100,12,12,60.655,0,0,0,0,1781052720258,110000,110500,110508,NA,2001,1816,100,100
"110509",100,13,13,69.613,0,0,0,0,1781052720258,110000,110500,110509,NA,2536,2359,100,100
"110601",100,39,39,72.336,0,0,0,0,1781052720258,110000,110600,110601,NA,8391,7851,100,100
"110602",100,3,3,69.762,0,0,0,0,1781052720258,110000,110600,110602,NA,586,557,100,100
"110603",100,4,4,77.408,0,0,0,0,1781052720258,110000,110600,110603,NA,884,829,100,100
"110604",100,6,6,47.051,0,0,0,0,1781052720258,110000,110600,110604,NA,718,673,100,100
"110605",100,12,12,63.792,0,0,0,0,1781052720258,110000,110600,110605,NA,2093,1970,100,100
"110606",100,5,5,76.432,0,0,0,0,1781052720258,110000,110600,110606,NA,1054,994,100,100
"110607",100,3,3,66.933,0,0,0,0,1781052720258,110000,110600,110607,NA,502,473,100,100
"110608",100,3,3,72.956,0,0,0,0,1781052720258,110000,110600,110608,NA,580,528,100,100
"110609",88.889,8,9,60.671,11.111,1,0,0,1781052720258,110000,110600,110609,NA,1609,1481,100,100
"110610",100,21,21,74.015,0,0,0,0,1781052720258,110000,110600,110610,NA,4526,4237,100,100
"110701",99.029,102,103,70.365,0.971,1,0,0,1781052720258,110000,110700,110701,NA,21132,19666,100,100
"110702",100,16,16,73.726,0,0,0,0,1781052720258,110000,110700,110702,NA,3401,3187,100,100
"110703",100,15,15,71.692,0,0,0,0,1781052720258,110000,110700,110703,NA,3110,2925,100,100
"110704",98.611,71,72,66.622,1.389,1,0,0,1781052720258,110000,110700,110704,NA,13952,13007,100,100
"110705",100,15,15,64.419,0,0,0,0,1781052720258,110000,110700,110705,NA,2580,2424,100,100
"110706",98.742,157,159,64.461,1.258,2,0,0,1781052720258,110000,110700,110706,NA,28849,26837,100,100
"110707",98.485,65,66,65.581,1.515,1,0,0,1781052720258,110000,110700,110707,NA,12760,11921,100,100
"110708",97.674,84,86,44.629,2.326,2,0,0,1781052720258,110000,110700,110708,NA,10325,9449,100,100
"110709",92.308,12,13,49.494,7.692,1,0,0,1781052720258,110000,110700,110709,NA,1760,1713,100,100
"110801",100,88,88,72.157,0,0,0,0,1781052720258,110000,110800,110801,NA,18631,17359,100,100
"110802",97.403,75,77,69.821,2.597,2,0,0,1781052720258,110000,110800,110802,NA,15547,14531,100,100
"110803",100,8,8,64.905,0,0,0,0,1781052720258,110000,110800,110803,NA,1339,1259,100,100
"110804",100,19,19,66.49,0,0,0,0,1781052720258,110000,110800,110804,NA,3389,3144,100,100
"110805",98.551,136,138,67.345,1.449,2,0,0,1781052720258,110000,110800,110805,NA,26893,25054,100,100
"110806",98.675,149,151,61.4,1.325,2,0,0,1781052720258,110000,110800,110806,NA,26222,24348,100,100
"110901",100,79,79,75.765,0,0,0,0,1781052720258,110000,110900,110901,NA,17423,16403,100,100
"110902",100,23,23,73.663,0,0,0,0,1781052720258,110000,110900,110902,NA,4959,4579,100,100
"110903",100,15,15,72.501,0,0,0,0,1781052720258,110000,110900,110903,NA,3061,2865,100,100
"110904",100,11,11,73.655,0,0,0,0,1781052720258,110000,110900,110904,NA,2231,2087,100,100
"110905",100,23,23,80.24,0,0,0,0,1781052720258,110000,110900,110905,NA,5474,5177,100,100
"110906",100,9,9,72.271,0,0,0,0,1781052720258,110000,110900,110906,NA,1814,1735,100,100
"110907",100,10,10,67.538,0,0,0,0,1781052720258,110000,110900,110907,NA,1887,1711,100,100
"110908",100,10,10,80.661,0,0,0,0,1781052720258,110000,110900,110908,NA,2294,2191,100,100
"110909",100,10,10,66.243,0,0,0,0,1781052720258,110000,110900,110909,NA,1774,1661,100,100
"120101",98.611,994,1008,74.718,1.389,14,0,0,1781052720258,120000,120100,120101,NA,225067,210075,100,100
"120102",98.515,199,202,74.745,1.485,3,0,0,1781052720258,120000,120100,120102,NA,44604,41211,100,100
"120103",99.115,112,113,78.062,0.885,1,0,0,1781052720258,120000,120100,120103,NA,26040,24190,100,100
"120104",100,114,114,80.183,0,0,0,0,1781052720258,120000,120100,120104,NA,27077,25181,100,100
"120105",100,57,57,76.369,0,0,0,0,1781052720258,120000,120100,120105,NA,12775,11738,100,100
"120106",100,15,15,78.502,0,0,0,0,1781052720258,120000,120100,120106,NA,3374,3110,100,100
"120107",98.122,209,213,74.803,1.878,4,0,0,1781052720258,120000,120100,120107,NA,47204,44308,100,100
"120109",100,14,14,81.838,0,0,0,0,1781052720258,120000,120100,120109,NA,3010,2813,100,100
"120110",99.742,387,388,76.852,0.258,1,0,0,1781052720258,120000,120100,120110,NA,88938,81945,100,100
"120111",100,481,481,76.977,0,0,0,0,1781052720258,120000,120100,120111,NA,110530,102284,100,100
"120112",100,173,173,78.651,0,0,0,0,1781052720258,120000,120100,120112,NA,40264,37240,100,100
"120201",100,12,12,46.779,0,0,0,0,1781052720258,120000,120200,120201,NA,1525,1406,100,100
"120202",100,10,10,42.077,0,0,0,0,1781052720258,120000,120200,120202,NA,1240,1129,100,100
"120203",100,7,7,37.669,0,0,0,0,1781052720258,120000,120200,120203,NA,669,618,100,100
"120204",100,7,7,52.237,0,0,0,0,1781052720258,120000,120200,120204,NA,934,883,100,100
"120205",100,5,5,42.964,0,0,0,0,1781052720258,120000,120200,120205,NA,519,494,100,100
"120206",100,7,7,55.218,0,0,0,0,1781052720258,120000,120200,120206,NA,1037,971,100,100
"120301",100,178,178,74.674,0,0,0,0,1781052720258,120000,120300,120301,NA,39156,35418,100,100
"120302",100,27,27,46.022,0,0,0,0,1781052720258,120000,120300,120302,NA,3523,3269,100,100
"120303",100,25,25,71.008,0,0,0,0,1781052720258,120000,120300,120303,NA,5087,4712,100,100
"120304",100,54,54,52.052,0,0,0,0,1781052720258,120000,120300,120304,NA,7710,6984,100,100
"120305",97.222,35,36,62.096,2.778,1,0,0,1781052720258,120000,120300,120305,NA,6548,6011,100,100
"120306",100,41,41,57.964,0,0,0,0,1781052720258,120000,120300,120306,NA,6707,5781,100,100
"120307",100,28,28,56.882,0,0,0,0,1781052720258,120000,120300,120307,NA,4488,4100,100,100
"120308",100,39,39,41.521,0,0,0,0,1781052720258,120000,120300,120308,NA,4664,4110,100,100
"120401",100,80,80,75.776,0,0,0,0,1781052720258,120000,120400,120401,NA,17671,15987,100,100
"120402",100,24,24,69.081,0,0,0,0,1781052720258,120000,120400,120402,NA,4540,4219,100,100
"120403",100,9,9,59.338,0,0,0,0,1781052720258,120000,120400,120403,NA,1452,1355,100,100
"120404",93.75,15,16,53.313,6.25,1,0,0,1781052720258,120000,120400,120404,NA,2430,2265,100,100
"120405",100,4,4,63.033,0,0,0,0,1781052720258,120000,120400,120405,NA,636,603,100,100
"120408",100,3,3,51.314,0,0,0,0,1781052720258,120000,120400,120408,NA,449,419,100,100
"120409",100,18,18,62.714,0,0,0,0,1781052720258,120000,120400,120409,NA,2930,2744,100,100
"120410",100,27,27,47.745,0,0,0,0,1781052720258,120000,120400,120410,NA,3525,3244,100,100
"120411",100,71,71,58.223,0,0,0,0,1781052720258,120000,120400,120411,NA,11637,10434,100,100
"120413",100,11,11,67.754,0,0,0,0,1781052720258,120000,120400,120413,NA,2139,1985,100,100
"120501",98.077,51,52,75.635,1.923,1,0,0,1781052720258,120000,120500,120501,NA,11442,10629,100,100
"120503",100,106,106,74.395,0,0,0,0,1781052720258,120000,120500,120503,NA,23253,21540,100,100
"120504",100,12,12,77.143,0,0,0,0,1781052720258,120000,120500,120504,NA,2592,2352,100,100
"120506",100,87,87,77.172,0,0,0,0,1781052720258,120000,120500,120506,NA,19692,18255,100,100
"120508",100,35,35,75.801,0,0,0,0,1781052720258,120000,120500,120508,NA,7756,7150,100,100
"120601",100,40,40,63.79,0,0,0,0,1781052720258,120000,120600,120601,NA,7059,6423,100,100
"120602",100,11,11,58.954,0,0,0,0,1781052720258,120000,120600,120602,NA,1916,1780,100,100
"120603",100,36,36,56.903,0,0,0,0,1781052720258,120000,120600,120603,NA,5803,5176,100,100
"120604",100,5,5,58.598,0,0,0,0,1781052720258,120000,120600,120604,NA,702,650,100,100
"120605",100,18,18,58.877,0,0,0,0,1781052720258,120000,120600,120605,NA,2716,2395,100,100
"120606",100,12,12,50.684,0,0,0,0,1781052720258,120000,120600,120606,NA,1631,1504,100,100
"120607",100,6,6,33.736,0,0,0,0,1781052720258,120000,120600,120607,NA,530,445,100,100
"120608",100,41,41,57.088,0,0,0,0,1781052720258,120000,120600,120608,NA,6850,6186,100,100
"120609",100,24,24,48.288,0,0,0,0,1781052720258,120000,120600,120609,NA,3300,3079,100,100
"120610",100,6,6,56.173,0,0,0,0,1781052720258,120000,120600,120610,NA,869,825,100,100
"120611",100,8,8,55.512,0,0,0,0,1781052720258,120000,120600,120611,NA,1274,1209,100,100
"120612",100,9,9,56.85,0,0,0,0,1781052720258,120000,120600,120612,NA,1357,1242,100,100
"120613",100,7,7,55.347,0,0,0,0,1781052720258,120000,120600,120613,NA,1030,943,100,100
"120701",100,60,60,65.461,0,0,0,0,1781052720258,120000,120700,120701,NA,11332,10298,100,100
"120702",100,15,15,65.594,0,0,0,0,1781052720258,120000,120700,120702,NA,2772,2615,100,100
"120703",100,6,6,58.372,0,0,0,0,1781052720258,120000,120700,120703,NA,882,812,100,100
"120704",100,8,8,53.984,0,0,0,0,1781052720258,120000,120700,120704,NA,1206,1114,100,100
"120705",100,31,31,64.325,0,0,0,0,1781052720258,120000,120700,120705,NA,5530,4976,100,100
"120706",100,9,9,57.436,0,0,0,0,1781052720258,120000,120700,120706,NA,1429,1326,100,100
"120707",100,12,12,47.537,0,0,0,0,1781052720258,120000,120700,120707,NA,1486,1393,100,100
"120708",100,14,14,60.339,0,0,0,0,1781052720258,120000,120700,120708,NA,2349,2087,100,100
"120801",100,23,23,73.736,0,0,0,0,1781052720258,120000,120800,120801,NA,4857,4501,100,100
"120802",97.917,47,48,74.019,2.083,1,0,0,1781052720258,120000,120800,120802,NA,10259,9289,100,100
"120803",100,33,33,76.651,0,0,0,0,1781052720258,120000,120800,120803,NA,7324,6764,100,100
"120804",100,55,55,78.229,0,0,0,0,1781052720258,120000,120800,120804,NA,12415,11589,100,100
"120805",100,8,8,77.935,0,0,0,0,1781052720258,120000,120800,120805,NA,1812,1711,100,100
"120806",98.63,72,73,77.596,1.37,1,0,0,1781052720258,120000,120800,120806,NA,16535,15301,100,100
"120807",100,23,23,77.979,0,0,0,0,1781052720258,120000,120800,120807,NA,5163,4731,100,100
"120808",98.765,80,81,76.389,1.235,1,0,0,1781052720258,120000,120800,120808,NA,17950,16586,100,100
"120901",99.324,147,148,75.233,0.676,1,0,0,1781052720258,120000,120900,120901,NA,32867,30624,100,100
"120902",100,55,55,75.892,0,0,0,0,1781052720258,120000,120900,120902,NA,12318,11348,100,100
"120903",100,37,37,75.007,0,0,0,0,1781052720258,120000,120900,120903,NA,8160,7544,100,100
"121001",100,36,36,66.091,0,0,0,0,1781052720258,120000,121000,121001,NA,6849,6211,100,100
"121002",100,20,20,67.541,0,0,0,0,1781052720258,120000,121000,121002,NA,3862,3603,100,100
"121003",100,20,20,54.693,0,0,0,0,1781052720258,120000,121000,121003,NA,2855,2631,100,100
"121004",100,18,18,53.602,0,0,0,0,1781052720258,120000,121000,121004,NA,2768,2596,100,100
"121101",97.674,42,43,68.268,2.326,1,0,0,1781052720258,120000,121100,121101,NA,8569,7881,100,100
"121102",100,13,13,55.486,0,0,0,0,1781052720258,120000,121100,121102,NA,2033,1884,100,100
"121103",75,6,8,39.641,25,2,0,0,1781052720258,120000,121100,121103,NA,817,760,100,100
"121104",100,19,19,55.401,0,0,0,0,1781052720258,120000,121100,121104,NA,2990,2678,100,100
"121201",98.765,160,162,76.065,1.235,2,0,0,1781052720258,120000,121200,121201,NA,36595,33533,100,100
"121202",100,102,102,77.216,0,0,0,0,1781052720258,120000,121200,121202,NA,23323,21325,100,100
"121203",100,19,19,78.605,0,0,0,0,1781052720258,120000,121200,121203,NA,4372,4000,100,100
"130101",99.202,870,877,75.686,0.798,7,0,0,1781052720258,130000,130100,130101,NA,196417,181438,100,100
"130102",100,54,54,75.488,0,0,0,0,1781052720258,130000,130100,130102,NA,11752,10931,100,100
"130103",97.059,33,34,77.538,2.941,1,0,0,1781052720258,130000,130100,130103,NA,7798,7373,100,100
"130104",100,8,8,75.154,0,0,0,0,1781052720258,130000,130100,130104,NA,1703,1592,100,100
"130105",100,29,29,74.315,0,0,0,0,1781052720258,130000,130100,130105,NA,6212,5725,100,100
"130106",100,105,105,80.259,0,0,0,0,1781052720258,130000,130100,130106,NA,24744,22741,100,100
"130107",100,8,8,75.586,0,0,0,0,1781052720258,130000,130100,130107,NA,1740,1647,100,100
"130108",100,24,24,75.39,0,0,0,0,1781052720258,130000,130100,130108,NA,5266,4951,100,100
"130109",100,25,25,79.305,0,0,0,0,1781052720258,130000,130100,130109,NA,5817,5331,100,100
"130110",98.969,96,97,77.962,1.031,1,0,0,1781052720258,130000,130100,130110,NA,22354,20783,100,100
"130111",100,46,46,79.056,0,0,0,0,1781052720258,130000,130100,130111,NA,10697,9925,100,100
"130112",100,477,477,76.913,0,0,0,0,1781052720258,130000,130100,130112,NA,109632,101449,100,100
"130113",100,35,35,76.262,0,0,0,0,1781052720258,130000,130100,130113,NA,7768,7175,100,100
"130114",100,29,29,71.771,0,0,0,0,1781052720258,130000,130100,130114,NA,5746,5339,100,100
"130115",99.609,255,256,78.62,0.391,1,0,0,1781052720258,130000,130100,130115,NA,59391,55201,100,100
"130116",100,46,46,74.407,0,0,0,0,1781052720258,130000,130100,130116,NA,9882,9274,100,100
"130117",100,62,62,77.931,0,0,0,0,1781052720258,130000,130100,130117,NA,13994,13091,100,100
"130118",100,74,74,78.233,0,0,0,0,1781052720258,130000,130100,130118,NA,17004,15083,100,100
"130119",100,24,24,74.799,0,0,0,0,1781052720258,130000,130100,130119,NA,5123,4823,100,100
"130120",100,81,81,76.208,0,0,0,0,1781052720258,130000,130100,130120,NA,18053,16179,100,100
"130201",99.01,100,101,76.576,0.99,1,0,0,1781052720258,130000,130200,130201,NA,22782,21235,100,100
"130202",100,45,45,50.734,0,0,0,0,1781052720258,130000,130200,130202,NA,6459,5869,100,100
"130203",100,46,46,44.581,0,0,0,0,1781052720258,130000,130200,130203,NA,5265,4715,100,100
"130204",100,60,60,73.707,0,0,0,0,1781052720258,130000,130200,130204,NA,12926,12070,100,100
"130205",100,40,40,79.621,0,0,0,0,1781052720258,130000,130200,130205,NA,9400,8665,100,100
"130206",100,13,13,79.594,0,0,0,0,1781052720258,130000,130200,130206,NA,2941,2734,100,100
"130301",99.512,204,205,78.276,0.488,1,0,0,1781052720258,130000,130300,130301,NA,47281,43295,100,100
"130302",100,6,6,74.276,0,0,0,0,1781052720258,130000,130300,130302,NA,1282,1182,100,100
"130303",100,30,30,76.995,0,0,0,0,1781052720258,130000,130300,130303,NA,6610,6331,100,100
"130304",100,54,54,79.702,0,0,0,0,1781052720258,130000,130300,130304,NA,12408,11563,100,100
"130305",100,57,57,78.588,0,0,0,0,1781052720258,130000,130300,130305,NA,12938,11870,100,100
"130306",100,133,133,77.925,0,0,0,0,1781052720258,130000,130300,130306,NA,30306,28122,100,100
"130307",100,86,86,77.589,0,0,0,0,1781052720258,130000,130300,130307,NA,19152,17778,100,100
"130308",99.281,138,139,77.113,0.719,1,0,0,1781052720258,130000,130300,130308,NA,30543,28055,100,100
"130309",100,23,23,77.262,0,0,0,0,1781052720258,130000,130300,130309,NA,5192,4923,100,100
"130310",100,48,48,65.005,0,0,0,0,1781052720258,130000,130300,130310,NA,8385,7749,100,100
"130311",100,44,44,76.917,0,0,0,0,1781052720258,130000,130300,130311,NA,9960,9274,100,100
"130312",100,69,69,79.122,0,0,0,0,1781052720258,130000,130300,130312,NA,16076,14935,100,100
"140101",96.602,995,1030,73.867,3.398,35,0,0,1781052720258,140000,140100,140101,NA,224072,209606,100,100
"140102",98.171,161,164,76.241,1.829,3,0,0,1781052720258,140000,140100,140102,NA,36756,34494,100,100
"140103",88.848,1466,1650,70.536,11.152,184,0,0,1781052720258,140000,140100,140103,NA,344886,324164,100,100
"140104",97.746,347,355,77.223,2.254,8,0,0,1781052720258,140000,140100,140104,NA,80449,75254,100,100
"140105",98.48,842,855,78.354,1.52,13,0,0,1781052720258,140000,140100,140105,NA,198051,185052,100,100
"140106",97.522,1456,1493,77.268,2.478,37,0,0,1781052720258,140000,140100,140106,NA,344712,322487,100,100
"140107",99.281,138,139,76.977,0.719,1,0,0,1781052720258,140000,140100,140107,NA,31523,29518,100,100
"140108",95.759,858,896,77.207,4.241,38,0,0,1781052720258,140000,140100,140108,NA,206746,194107,100,100
"140109",96.262,618,642,74.472,3.738,24,0,0,1781052720258,140000,140100,140109,NA,142937,134380,100,100
"140110",97.723,558,571,76.202,2.277,13,0,0,1781052720258,140000,140100,140110,NA,129903,123117,100,100
"140111",94.898,279,294,72.716,5.102,15,0,0,1781052720258,140000,140100,140111,NA,62849,58990,100,100
"140112",99.088,543,548,76.024,0.912,5,0,0,1781052720258,140000,140100,140112,NA,122626,114989,100,100
"140113",98.785,244,247,80.426,1.215,3,0,0,1781052720258,140000,140100,140113,NA,58664,55307,100,100
"140114",95.294,243,255,74.784,4.706,12,0,0,1781052720258,140000,140100,140114,NA,56810,53615,100,100
"140115",96.667,464,480,70.188,3.333,16,0,0,1781052720258,140000,140100,140115,NA,99710,94583,100,100
"140116",99.365,313,315,79.897,0.635,2,0,0,1781052720258,140000,140100,140116,NA,74136,69943,100,100
"140117",96.439,325,337,74.998,3.561,12,0,0,1781052720258,140000,140100,140117,NA,74479,70100,100,100
"140118",93.182,41,44,75.17,6.818,3,0,0,1781052720258,140000,140100,140118,NA,9636,9170,100,100
"140119",98.425,875,889,78.58,1.575,14,0,0,1781052720258,140000,140100,140119,NA,206703,193286,100,100
"140120",100,32,32,80.839,0,0,0,0,1781052720258,140000,140100,140120,NA,7687,7331,100,100
"140121",96,24,25,76.257,4,1,0,0,1781052720258,140000,140100,140121,NA,5553,5317,100,100
"140122",97.531,553,567,76.53,2.469,14,0,0,1781052720258,140000,140100,140122,NA,127833,119604,100,100
"140123",95.833,23,24,76.645,4.167,1,0,0,1781052720258,140000,140100,140123,NA,5323,5054,100,100
"140124",97.865,275,281,71.69,2.135,6,0,0,1781052720258,140000,140100,140124,NA,60154,57380,100,100
"140125",96.026,145,151,74.004,3.974,6,0,0,1781052720258,140000,140100,140125,NA,32914,30987,100,100
"140126",97.33,1750,1798,76.744,2.67,48,0,0,1781052720258,140000,140100,140126,NA,407852,382088,100,100
"140127",96.429,486,504,75.327,3.571,18,0,0,1781052720258,140000,140100,140127,NA,113483,106951,100,100
"140128",100,6,6,80.301,0,0,0,0,1781052720258,140000,140100,140128,NA,1227,1180,100,100
"140129",95.522,64,67,74.496,4.478,3,0,0,1781052720258,140000,140100,140129,NA,14584,13656,100,100
"140130",95.439,1130,1184,73.413,4.561,54,0,0,1781052720258,140000,140100,140130,NA,257042,243708,100,100
"140131",98.516,332,337,77.637,1.484,5,0,0,1781052720258,140000,140100,140131,NA,78191,73711,100,100
"140132",97.18,1206,1241,77.78,2.82,35,0,0,1781052720258,140000,140100,140132,NA,285464,266849,100,100
"140133",95.824,413,431,74.367,4.176,18,0,0,1781052720258,140000,140100,140133,NA,94345,88865,100,100
"140134",96.975,577,595,77.902,3.025,18,0,0,1781052720258,140000,140100,140134,NA,138478,129250,100,100
"140135",96.503,552,572,77.375,3.497,20,0,0,1781052720258,140000,140100,140135,NA,130571,122598,100,100
"140136",96.054,1071,1115,77.136,3.946,44,0,0,1781052720258,140000,140100,140136,NA,256933,240579,100,100
"140137",97.23,2668,2744,78.457,2.77,76,0,0,1781052720258,140000,140100,140137,NA,637613,598019,100,100
"140138",98.953,189,191,79.547,1.047,2,0,0,1781052720258,140000,140100,140138,NA,44890,42423,100,100
"140139",100,103,103,81.705,0,0,0,0,1781052720258,140000,140100,140139,NA,24938,23495,100,100
"140140",95.952,403,420,74.073,4.048,17,0,0,1781052720258,140000,140100,140140,NA,92995,88674,100,100
"140141",97.764,1137,1163,80.393,2.236,26,0,0,1781052720258,140000,140100,140141,NA,279322,261234,100,100
